城市,AQI,PM2.5,PM10,CO,NO2,O3/1h,O3/8h,SO2
大兴安岭地,0,0,0,0.0,0,0,0,0
伊犁哈萨克,0,0,0,0.0,0,0,0,0
蓬莱,0,0,0,0.0,0,0,0,0
瓦房店,0,0,0,0.0,0,0,0,0
临安,0,0,0,0.0,0,0,0,0
鹤岗,11,6,9,0.4,3,23,20,5
黑河,11,5,10,0.3,8,15,11,4
伊春,12,8,10,0.5,5,28,20,13
佳木斯,14,4,13,0.43,6,19,15,5
海口,14,5,13,0.4,9,20,20,3
